obs_id,tdd
54710,99
54711,169
54712,158
54713,85
54714,170
54715,159
54716,135
54717,85
54718,75
54719,39
54720,146
54721,135
54722,136
54723,86
54724,99
54725,145
54726,173
54727,112
54728,86
54729,168
54730,126
54731,56
54732,157
54733,164
54734,22
54735,66
54736,103
54737,55
54738,156
54739,58
54740,155
54741,110
54742,154
54743,127
54744,137
54745,155
54746,132
54747,61
54748,154
54749,60
54750,125
54751,163
54752,72
54753,162
54754,156
54755,136
54756,71
54757,178
54758,46
54759,158
54760,29
54761,85
54762,60
54763,99
54764,173
54765,156
54766,154
54767,56
54768,86
54769,145
54770,74
54771,169
54772,138
54773,71
54774,2
54775,88
54776,50
54777,165
54778,99
54779,62
54780,30
54781,187
54782,169
54783,103
54784,59
54785,113
54786,142
54787,77
54788,99
54789,146
54790,171
54791,55
54792,104
54793,104
54794,157
54795,43
54796,157
54797,64
54798,78
54799,122
54800,156
54801,184
54802,130
54803,88
54804,162
54805,39
54806,59
54807,105
54808,172
54809,137
54810,66
54811,158
54812,125
54813,124
54814,93
54815,101
54816,71
54817,175
54818,184
54819,163
54820,143
54821,124
54822,126
54823,104
54824,159
54825,88
54826,165
54827,120
54828,185
54829,173
54830,87
54831,137
54832,155
54833,147
54834,180
54835,159
54836,125
54837,83
54838,59
54839,59
54840,146
54841,145
54842,75
54843,176
54844,162
54845,26
54846,163
54847,148
54848,139
54849,45
54850,100
54851,102
54852,56
54853,183
54854,112
54855,135
54856,53
54857,170
54858,113
54859,131
54860,114
54861,137
54862,146
54863,75
54864,124
54865,120
54866,162
54867,74
54868,92
54869,169
54870,182
54871,178
54872,175
54873,173
54874,86
54875,146
54876,124
54877,154
54878,72
54879,112
54880,58
54881,73
54882,127
54883,169
54884,139
54885,117
54886,135
54887,136
54888,57
54889,158
54890,103
54891,115
54892,26
54893,59
54894,33
54895,183
54896,163
54897,168
54898,136
54899,50
54900,38
54901,76
54902,73
54903,151
54904,66
54905,24
54906,113
54907,162
54908,169
54909,156
54910,89
54911,56
54912,101
54913,157
54914,163
54915,135
54916,157
54917,55
54918,156
54919,168
54920,67
54921,147
54922,115
54923,86
54924,169
54925,102
54926,88
54927,173
54928,129
54929,56
54930,80
54931,109
54932,87
54933,75
54934,185
54935,113
54936,130
54937,116
54938,155
54939,99
54940,179
54941,63
54942,180
54943,146
54944,24
54945,154
54946,138
54947,170
54948,73
54949,45
54950,170
54951,184
54952,136
54953,125
54954,126
54955,48
54956,61
54957,108
54958,164
54959,149
54960,174
54961,158
54962,147
54963,80
54964,81
54965,40
54966,74
54967,158
54968,162
54969,133
54970,61
54971,145
54972,88
54973,177
54974,73
54975,162
54976,146
54977,90
54978,176
54979,37
54980,64
54981,155
54982,101
54983,117
54984,104
54985,156
54986,181
54987,180
54988,99
54989,104
54990,76
54991,147
54992,24
54993,56
54994,93
54995,77
54996,64
54997,90
54998,101
54999,145
55000,157
55001,136
55002,154
55003,166
55004,147
55005,34
55006,150
55007,34
55008,101
55009,87
55010,38
55011,150
55012,85
55013,57
55014,158
55015,141
55016,80
55017,147
55018,102
55019,85
55020,57
55021,177
55022,102
55023,136
55024,102
55025,155
55026,113
55027,76
55028,40
55029,174
55030,126
55031,86
55032,80
55033,121
55034,33
55035,109
55036,137
55037,115
55038,71
55039,169
55040,72
55041,56
55042,158
55043,146
55044,115
55045,87
55046,71
55047,120
55048,43
55049,19
55050,175
55051,126
55052,175
55053,125
55054,61
55055,164
55056,165
55057,59
55058,99
55059,181
55060,128
55061,57
55062,172
55063,158
55064,124
55065,64
55066,47
55067,40
55068,102
55069,137
55070,71
55071,137
55072,162
55073,86
55074,95
55075,164
55076,128
55077,154
55078,177
55079,89
55080,135
55081,56
55082,85
55083,60
55084,103
55085,148
55086,147
55087,115
55088,154
55089,114
55090,112
55091,127
55092,145
55093,126
55094,92
55095,122
55096,137
55097,178
55098,124
55099,156
55100,59
55101,71
55102,135
55103,60
55104,79
55105,157
55106,28
55107,163
55108,139
55109,78
55110,89
55111,101
55112,145
55113,61
55114,146
55115,155
55116,138
55117,101
55118,128
55119,183
55120,116
55121,113
55122,160
55123,147
55124,171
55125,116
55126,162
55127,40
55128,61
55129,100
55130,56
55131,46
55132,165
55133,88
55134,75
55135,172
55136,157
55137,101
55138,147
55139,87
55140,138
55141,117
55142,183
55143,156
55144,103
55145,184
55146,101
55147,121
55148,62
55149,26
55150,162
55151,72
55152,54
55153,127
55154,74
55155,37
55156,170
55157,31
55158,163
55159,100
55160,124
55161,154
55162,57
55163,102
55164,112
55165,162
55166,113
55167,157
55168,117
55169,88
55170,115
55171,154
55172,143
55173,160
55174,171
55175,154
55176,166
55177,118
55178,76
55179,172
55180,130
55181,156
55182,164
55183,166
55184,58
55185,47
55186,107
55187,71
55188,88
55189,61
55190,180
55191,31
55192,157
55193,61
55194,120
55195,29
55196,100
55197,165
55198,75
55199,125
55200,172
55201,73
55202,101
55203,170
55204,185
55205,73
55206,145
55207,114
55208,70
55209,90
55210,171
55211,124
55212,86
55213,116
55214,137
55215,155
55216,102
55217,125
55218,25
55219,180
55220,114
55221,64
55222,73
55223,129
55224,165
55225,73
55226,102
55227,46
55228,181
55229,89
55230,181
55231,74
55232,56
55233,86
55234,103
55235,157
55236,135
55237,93
55238,57
55239,155
55240,138
55241,91
55242,180
55243,65
55244,99
55245,184
55246,180
55247,85
55248,51
55249,163
55250,156
55251,76
55252,186
55253,113
55254,67
55255,75
55256,71
55257,127
55258,120
55259,87
55260,113
55261,82
55262,156
55263,162
55264,112
55265,71
55266,137
55267,55
55268,162
55269,172
55270,150
55271,119
55272,158
55273,86
55274,102
55275,138
55276,59
55277,99
55278,149
55279,162
55280,100
55281,50
55282,150
55283,19
55284,174
55285,40
55286,155
55287,164
55288,102
55289,41
55290,137
55291,61
55292,155
55293,124
55294,76
55295,172
55296,57
55297,127
55298,163
55299,155
55300,155
55301,146
55302,115
55303,56
55304,175
55305,140
55306,174
55307,102
55308,46
55309,136
55310,154
55311,63
55312,113
55313,28
55314,169
55315,66
55316,169
55317,162
55318,163
55319,109
55320,74
55321,29
55322,163
55323,162
55324,59
55325,73
55326,62
55327,78
55328,185
55329,145
55330,61
55331,172
55332,112
55333,113
55334,117
55335,87
55336,88
55337,81
55338,101
55339,63
55340,172
55341,61
55342,114
55343,99
55344,135
55345,55
55346,29
55347,102
55348,157
55349,156
55350,122
55351,40
55352,126
55353,115
55354,90
55355,126
55356,115
55357,164
55358,148
55359,157
55360,154
55361,124
55362,166
55363,113
55364,176
55365,117
55366,158
55367,75
55368,166
55369,76
55370,135
55371,185
55372,162
55373,60
55374,171
55375,155
55376,154
55377,42
55378,154
55379,61
55380,160
55381,128
55382,61
55383,164
55384,135
55385,67
55386,114
55387,146
55388,40
55389,154
55390,118
55391,175
55392,56
55393,182
55394,61
55395,105
55396,90
55397,0
55398,89
55399,88
55400,154
55401,76
55402,119
55403,57
55404,171
55405,165
55406,162
55407,56
55408,139
55409,72
55410,147
55411,115
55412,148
55413,183
55414,158
55415,138
55416,124
55417,76
55418,138
55419,57
55420,114
55421,135
55422,41
55423,102
55424,59
55425,38
55426,103
55427,59
55428,73
55429,169
55430,185
55431,116
55432,124
55433,89
55434,180
55435,178
55436,157
55437,23
55438,164
55439,155
55440,165
55441,135
55442,165
55443,113
55444,6
55445,170
55446,44
55447,101
55448,89
55449,169
55450,43
55451,114
55452,101
55453,75
55454,170
55455,48
55456,162
55457,86
55458,117
55459,71
55460,132
55461,113
55462,74
55463,99
55464,174
55465,114
55466,43
55467,163
55468,164
55469,162
55470,104
55471,24
55472,128
55473,70
55474,118
55475,102
55476,74
55477,170
55478,186
55479,103
55480,125
55481,61
55482,169
55483,77
55484,136
55485,101
55486,169
55487,103
55488,126
55489,125
55490,112
55491,124
55492,28
55493,59
55494,172
55495,162
55496,132
55497,154
55498,158
55499,184
55500,96
55501,124
55502,187
55503,149
55504,53
55505,85
55506,160
55507,166
55508,154
55509,73
55510,73
55511,169
55512,56
55513,113
55514,101
55515,125
55516,130
55517,145
55518,104
55519,126
55520,104
55521,1
55522,153
55523,172
55524,112
55525,146
55526,135
55527,177
55528,149
55529,103
55530,45
55531,72
55532,170
55533,87
55534,85
55535,95
55536,164
55537,101
55538,158
55539,146
55540,125
55541,88
55542,125
55543,114
55544,170
55545,155
55546,114
55547,137
55548,125
55549,186
55550,147
55551,108
55552,85
55553,184
55554,76
55555,135
55556,101
55557,100
55558,162
55559,127
55560,170
55561,137
55562,185
55563,91
55564,59
55565,36
55566,91
55567,87
55568,114
55569,42
55570,170
55571,71
55572,140
55573,113
55574,85
55575,130
55576,132
55577,102
55578,171
55579,180
55580,162
55581,182
55582,176
55583,102
55584,165
55585,145
55586,58
55587,72
55588,185
55589,62
55590,169
55591,49
55592,138
55593,48
55594,75
55595,102
55596,136
55597,25
55598,155
55599,73
55600,127
55601,124
55602,150
55603,149
55604,156
55605,114
55606,129
55607,148
55608,64
55609,112
55610,19
55611,24
55612,165
55613,108
55614,124
55615,181
55616,167
55617,88
55618,126
55619,150
55620,147
55621,135
55622,42
55623,103
55624,100
55625,107
55626,66
55627,155
55628,137
55629,99
55630,182
55631,162
55632,145
55633,72
55634,163
55635,114
55636,61
55637,86
55638,181
55639,57
55640,112
55641,127
55642,57
55643,156
55644,151
55645,40
55646,136
55647,102
55648,93
55649,57
55650,113
55651,73
55652,145
55653,56
55654,19
55655,157
55656,139
55657,146
55658,114
55659,101
55660,114
55661,74
55662,27
55663,41
55664,66
55665,86
55666,28
55667,127
55668,146
55669,55
55670,117
55671,148
55672,89
55673,114
55674,186
55675,126
55676,164
55677,103
55678,165
55679,19
55680,88
55681,29
55682,76
55683,170
55684,151
55685,21
55686,127
55687,103
55688,185
55689,115
55690,147
55691,137
55692,158
55693,176
55694,60
55695,176
55696,163
55697,76
55698,66
55699,147
55700,170
55701,145
55702,166
55703,170
55704,174
55705,125
55706,115
55707,175
55708,124
55709,137
55710,152
55711,40
55712,163
55713,71
55714,153
55715,87
55716,28
55717,45
55718,93
55719,43
55720,150
55721,20
55722,29
55723,74
55724,60
55725,159
55726,142
55727,171
55728,88
55729,113
55730,170
55731,155
55732,112
55733,180
55734,78
55735,147
55736,167
55737,117
55738,73
55739,162
55740,105
55741,56
55742,176
55743,146
55744,157
55745,124
55746,57
55747,77
55748,100
55749,124
55750,75
55751,71
55752,122
55753,61
55754,170
55755,72
55756,174
55757,56
55758,42
55759,100
55760,162
55761,59
55762,57
55763,146
55764,145
55765,113
55766,146
55767,90
55768,125
55769,60
55770,154
55771,128
55772,113
55773,24
55774,159
55775,145
55776,172
55777,71
55778,184
55779,101
55780,48
55781,88
55782,169
55783,115
55784,165
55785,90
55786,171
55787,136
55788,158
55789,77
55790,168
55791,125
55792,135
55793,85
55794,59
55795,75
55796,148
55797,115
55798,176
55799,127
55800,94
55801,27
55802,115
55803,88
55804,40
55805,57
55806,76
55807,118
55808,156
55809,162
55810,181
55811,127
55812,99
55813,135
55814,155
55815,147
55816,170
55817,114
55818,165
55819,85
55820,46
55821,120
55822,135
55823,164
55824,124
55825,106
55826,121
55827,146
55828,153
55829,135
55830,172
55831,156
55832,164
55833,137
55834,178
55835,75
55836,135
55837,40
55838,43
55839,155
55840,49
55841,88
55842,103
55843,57
55844,145
55845,184
55846,86
55847,85
55848,75
55849,57
55850,145
55851,165
55852,116
55853,23
55854,156
55855,88
55856,180
55857,174
55858,145
55859,41
55860,92
55861,162
55862,115
55863,175
55864,169
55865,87
55866,149
55867,164
55868,38
55869,131
55870,171
55871,113
55872,114
55873,162
55874,22
55875,112
55876,41
55877,156
55878,136
55879,77
55880,76
55881,146
55882,78
55883,138
55884,155
55885,156
55886,187
55887,157
55888,154
55889,87
55890,19
55891,100
55892,91
55893,88
55894,166
55895,162
55896,73
55897,117
55898,126
55899,86
55900,177
55901,114
55902,90
55903,135
55904,136
55905,74
55906,144
55907,99
55908,146
55909,114
55910,164
55911,124
55912,74
55913,172
55914,58
55915,145
55916,164
55917,117
55918,45
55919,107
55920,112
55921,126
55922,107
55923,59
55924,162
55925,114
55926,119
55927,165
55928,177
55929,100
55930,23
55931,113
55932,136
55933,113
55934,45
55935,112
55936,181
55937,113
55938,137
55939,136
55940,56
55941,139
55942,176
55943,102
55944,165
55945,72
55946,81
55947,119
55948,42
55949,57
55950,154
55951,136
55952,167
55953,102
55954,74
55955,136
55956,42
55957,61
55958,37
55959,162
55960,126
55961,114
55962,109
55963,170
55964,42
55965,25
55966,99
55967,117
55968,154
55969,99
55970,133
55971,147
55972,172
55973,91
55974,85
55975,169
55976,154
55977,177
55978,71
55979,101
55980,49
55981,127
55982,114
55983,171
55984,28
55985,99
55986,125
55987,86
55988,10
55989,146
55990,126
55991,126
55992,43
55993,85
55994,85
55995,171
55996,157
55997,128
55998,59
55999,135
56000,156
56001,136
56002,141
56003,165
56004,76
56005,157
56006,71
56007,164
56008,77
56009,157
56010,108
56011,164
56012,66
56013,57
56014,155
56015,155
56016,47
56017,114
56018,155
56019,169
56020,145
56021,136
56022,145
56023,134
56024,159
56025,170
56026,154
56027,168
56028,119
56029,73
56030,173
56031,184
56032,189
56033,121
56034,165
56035,101
56036,59
56037,71
56038,151
56039,138
56040,114
56041,135
56042,46
56043,146
56044,184
56045,148
56046,155
56047,135
56048,104
56049,41
56050,138
56051,170
56052,126
56053,73
56054,116
56055,102
56056,79
56057,87
56058,132
56059,92
56060,158
56061,162
56062,46
56063,154
56064,26
56065,49
56066,115
56067,59
56068,72
56069,162
56070,19
56071,175
56072,56
56073,148
56074,30
56075,99
56076,173
56077,88
56078,64
56079,172
56080,170
56081,170
56082,172
56083,56
56084,135
56085,136
56086,144
56087,185
56088,115
56089,77
56090,75
56091,55
56092,74
56093,154
56094,82
56095,169
56096,115
56097,136
56098,127
56099,128
56100,109
56101,90
56102,145
56103,90
56104,163
56105,72
56106,77
56107,179
56108,75
56109,171
56110,79
56111,88
56112,77
56113,40
56114,72
56115,124
56116,135
56117,126
56118,116
56119,125
56120,79
56121,57
56122,95
56123,175
56124,157
56125,135
56126,60
56127,170
56128,116
56129,24
56130,184
56131,147
56132,59
56133,136
56134,103
56135,88
56136,155
56137,101
56138,5
56139,166
56140,164
56141,136
56142,172
56143,171
56144,170
56145,117
56146,157
56147,116
56148,146
56149,89
56150,90
56151,132
56152,164
56153,159
56154,146
56155,164
56156,163
56157,119
56158,136
56159,103
56160,151
56161,75
56162,70
56163,101
56164,176
56165,113
56166,166
56167,50
56168,158
56169,77
56170,131
56171,104
56172,175
56173,175
56174,76
56175,102
56176,25
56177,163
56178,154
56179,104
56180,172
56181,101
56182,102
56183,168
56184,126
56185,162
56186,156
56187,101
56188,157
56189,111
56190,135
56191,154
56192,119
56193,72
56194,161
56195,38
56196,162
56197,136
56198,59
56199,101
56200,114
56201,48
56202,112
56203,89
56204,116
56205,154
56206,63
56207,125
56208,165
56209,57
56210,125
56211,40
56212,94
56213,87
56214,125
56215,180
56216,90
56217,80
56218,144
56219,124
56220,135
56221,89
56222,19
56223,184
56224,165
56225,87
56226,154
56227,159
56228,171
56229,58
56230,145
56231,138
56232,54
56233,140
56234,77
56235,57
56236,175
56237,40
56238,86
56239,172
56240,181
56241,85
56242,97
56243,88
56244,113
56245,93
56246,131
56247,62
56248,115
56249,169
56250,154
56251,171
56252,178
56253,155
56254,126
56255,167
56256,108
56257,59
56258,59
56259,164
56260,56
56261,151
56262,126
56263,145
56264,22
56265,173
56266,163
56267,95
56268,138
56269,139
56270,180
56271,46
56272,114
56273,71
56274,169
56275,154
56276,165
56277,19
56278,97
56279,57
56280,102
56281,162
56282,169
56283,74
56284,42
56285,142
56286,155
56287,170
56288,166
56289,58
56290,169
56291,90
56292,148
56293,71
56294,91
56295,184
56296,145
56297,113
56298,47
56299,145
56300,88
56301,86
56302,189
56303,165
56304,72
56305,145
56306,93
56307,150
56308,181
56309,146
56310,86
56311,135
56312,120
56313,61
56314,94
56315,113
56316,135
56317,99
56318,57
56319,100
56320,119
56321,136
56322,169
56323,91
56324,132
56325,124
56326,135
56327,58
56328,141
56329,114
56330,126
56331,170
56332,162
56333,124
56334,76
56335,155
56336,120
56337,56
56338,176
56339,71
56340,154
56341,61
56342,57
56343,57
56344,86
56345,75
56346,135
56347,71
56348,162
56349,124
56350,76
56351,170
56352,51
56353,42
56354,158
56355,171
56356,156
56357,43
56358,101
56359,86
56360,147
56361,126
56362,163
56363,178
56364,78
56365,148
56366,154
56367,154
56368,126
56369,73
56370,185
56371,149
56372,104
56373,136
56374,101
56375,170
56376,164
56377,160
56378,185
56379,80
56380,77
56381,159
56382,78
56383,154
56384,72
56385,182
56386,146
56387,169
56388,118
56389,162
56390,114
56391,153
56392,141
56393,45
56394,146
56395,162
56396,151
56397,140
56398,100
56399,145
56400,146
56401,135
56402,166
56403,135
56404,150
56405,125
56406,154
56407,156
56408,74
56409,22
56410,124
56411,40
56412,102
56413,169
56414,177
56415,72
56416,170
56417,71
56418,134
56419,145
56420,116
56421,56
56422,157
56423,101
56424,88
56425,93
56426,66
56427,39
56428,58
56429,86
56430,79
56431,140
56432,138
56433,127
56434,157
56435,113
56436,113
56437,99
56438,166
56439,78
56440,71
56441,57
56442,139
56443,162
56444,124
56445,115
56446,103
56447,55
56448,103
56449,138
56450,144
56451,102
56452,164
56453,171
56454,180
56455,27
56456,154
56457,85
56458,114
56459,171
56460,129
56461,154
56462,115
56463,59
56464,72
56465,88
56466,171
56467,72
56468,137
56469,94
56470,169
56471,101
56472,126
56473,46
56474,90
56475,145
56476,181
56477,128
56478,155
56479,1
56480,61
56481,137
56482,172
56483,72
56484,127
56485,155
56486,127
56487,157
56488,2
56489,104
56490,160
56491,165
56492,162
56493,175
56494,65
56495,128
56496,113
56497,113
56498,54
56499,154
56500,78
56501,146
56502,185
56503,57
56504,78
56505,150
56506,29
56507,113
56508,113
56509,64
56510,74
56511,162
56512,73
56513,52
56514,173
56515,114
56516,87
56517,40
56518,114
56519,95
56520,172
56521,58
56522,179
56523,138
56524,126
56525,159
56526,88
56527,19
56528,182
56529,162
56530,175
56531,147
56532,117
56533,112
56534,157
56535,124
56536,74
56537,71
56538,114
56539,60
56540,115
56541,104
56542,116
56543,114
56544,34
56545,74
56546,170
56547,119
56548,59
56549,48
56550,74
56551,146
56552,46
56553,169
56554,175
56555,47
56556,154
56557,29
56558,142
56559,136
56560,95
56561,88
56562,130
56563,73
56564,163
56565,23
56566,95
56567,28
56568,132
56569,125
56570,30
56571,164
56572,165
56573,71
56574,102
56575,164
56576,182
56577,182
56578,177
56579,145
56580,138
56581,116
56582,47
56583,107
56584,83
56585,145
56586,163
56587,117
56588,30
56589,114
56590,164
56591,102
56592,164
56593,72
56594,166
56595,128
56596,137
56597,59
56598,151
56599,181
56600,112
56601,75
56602,119
56603,59
56604,112
56605,175
56606,171
56607,180
56608,105
56609,90
56610,113
56611,88
56612,102
56613,117
56614,145
56615,136
56616,184
56617,126
56618,101
56619,137
56620,184
56621,76
56622,135
56623,136
56624,148
56625,75
56626,181
56627,159
56628,186
56629,78
56630,127
56631,165
56632,19
56633,85
56634,124
56635,154
56636,58
56637,26
56638,128
56639,76
56640,112
56641,42
56642,58
56643,114
56644,138
56645,165
56646,145
56647,164
56648,184
56649,165
56650,116
56651,161
56652,143
56653,149
56654,139
56655,72
56656,71
56657,126
56658,127
56659,113
56660,151
56661,145
56662,120
56663,140
56664,118
56665,56
56666,38
56667,127
56668,155
56669,72
56670,102
56671,77
56672,137
56673,128
56674,46
56675,75
56676,162
56677,39
56678,162
56679,22
56680,112
56681,124
56682,87
56683,127
56684,156
56685,24
56686,139
56687,180
56688,184
56689,31
56690,101
56691,74
56692,92
56693,136
56694,166
56695,172
56696,42
56697,185
56698,173
56699,165
56700,155
56701,47
56702,129
56703,154
56704,79
56705,76
56706,59
56707,162
56708,28
56709,121
56710,43
56711,126
56712,162
56713,0
56714,107
56715,56
56716,112
56717,154
56718,124
56719,154
56720,105
56721,165
56722,113
56723,140
56724,127
56725,71
56726,158
56727,124
56728,148
56729,137
56730,155
56731,129
56732,184
56733,171
56734,72
56735,146
56736,164
56737,170
56738,127
56739,150
56740,61
56741,124
56742,146
56743,73
56744,99
56745,74
56746,147
56747,113
56748,32
56749,45
56750,137
56751,169
56752,41
56753,171
56754,66
56755,145
56756,165
56757,135
56758,181
56759,128
56760,130
56761,114
56762,119
56763,167
56764,60
56765,112
56766,171
56767,73
56768,40
56769,88
56770,62
56771,164
56772,156
56773,41
56774,124
56775,163
56776,159
56777,175
56778,125
56779,75
56780,104
56781,169
56782,113
56783,57
56784,77
56785,59
56786,85
56787,162
56788,64
56789,40
56790,170
56791,137
56792,173
56793,60
56794,150
56795,157
56796,142
56797,154
56798,65
56799,75
56800,162
56801,115
56802,182
56803,71
56804,117
56805,77
56806,154
56807,101
56808,169
56809,99
56810,63
56811,80
56812,127
56813,155
56814,182
56815,173
56816,113
56817,157
56818,176
56819,125
56820,124
56821,47
56822,146
56823,128
56824,155
56825,71
56826,154
56827,156
56828,93
56829,164
56830,154
56831,181
56832,40
56833,19
56834,124
56835,135
56836,163
56837,93
56838,126
56839,86
56840,113
56841,71
56842,31
56843,154
56844,115
56845,57
56846,136
56847,70
56848,167
56849,47
56850,78
56851,102
56852,175
56853,120
56854,148
56855,90
56856,166
56857,61
56858,80
56859,115
56860,102
56861,104
56862,135
56863,73
56864,162
56865,169
56866,89
56867,124
56868,185
56869,132
56870,154
56871,135
56872,182
56873,61
56874,73
56875,162
56876,173
56877,86
56878,166
56879,147
56880,124
56881,21
56882,48
56883,116
56884,101
56885,164
56886,184
56887,163
56888,28
56889,101
56890,59
56891,85
56892,147
56893,158
56894,105
56895,91
56896,125
56897,122
56898,23
56899,169
56900,126
56901,106
56902,127
56903,56
56904,176
56905,56
56906,128
56907,170
56908,180
56909,25
56910,56
56911,113
56912,89
56913,19
56914,91
56915,102
56916,184
56917,146
56918,154
56919,59
56920,173
56921,170
56922,138
56923,171
56924,167
56925,102
56926,71
56927,90
56928,42
56929,137
56930,168
56931,163
56932,162
56933,154
56934,164
56935,171
56936,169
56937,13
56938,146
56939,56
56940,154
56941,42
56942,115
56943,157
56944,172
56945,103
56946,114
56947,40
56948,145
56949,162
56950,173
56951,146
56952,127
56953,102
56954,114
56955,114
56956,181
56957,71
56958,47
56959,181
56960,60
56961,74
56962,172
56963,146
56964,177
56965,43
56966,64
56967,39
56968,107
56969,29
56970,138
56971,174
56972,40
56973,58
56974,116
56975,54
56976,21
56977,85
56978,55
56979,73
56980,154
56981,126
56982,87
56983,169
56984,90
56985,166
56986,154
56987,170
56988,88
56989,74
56990,98
56991,57
56992,125
56993,101
56994,100
56995,126
56996,38
56997,116
56998,92
56999,159
57000,169
57001,28
57002,97
57003,162
57004,176
57005,155
57006,88
57007,164
57008,61
57009,28
57010,155
57011,137
57012,136
57013,58
57014,136
57015,164
57016,175
57017,170
57018,138
57019,163
57020,135
57021,38
57022,172
57023,156
57024,124
57025,125
57026,62
57027,85
57028,88
57029,155
57030,159
57031,155
57032,177
57033,136
57034,109
57035,57
57036,162
57037,102
57038,155
57039,186
57040,154
57041,154
57042,169
57043,57
57044,101
57045,145
57046,189
57047,170
57048,155
57049,147
57050,124
57051,41
57052,127
57053,74
57054,146
57055,142
57056,121
57057,99
57058,155
57059,100
57060,137
57061,145
57062,114
57063,146
57064,56
57065,64
57066,165
57067,162
57068,135
57069,143
57070,21
57071,182
57072,114
57073,116
57074,82
57075,137
57076,166
57077,164
57078,118
57079,170
57080,145
57081,30
57082,55
57083,40
57084,43
57085,0
57086,74
57087,113
57088,75
57089,1
57090,138
57091,177
57092,63
57093,171
57094,163
57095,165
57096,40
57097,145
57098,127
57099,162
57100,182
57101,105
57102,174
57103,24
57104,156
57105,25
57106,124
57107,71
57108,124
57109,156
57110,154
57111,56
57112,93
57113,76
57114,176
57115,169
57116,108
57117,88
57118,49
57119,136
57120,152
57121,75
57122,124
57123,145
57124,148
57125,116
57126,138
57127,154
57128,121
57129,154
57130,62
57131,71
57132,75
57133,169
57134,94
57135,137
57136,114
57137,134
57138,120
57139,172
57140,86
57141,155
57142,156
57143,165
57144,169
57145,124
57146,23
57147,159
57148,157
57149,66
57150,136
57151,101
57152,167
57153,101
57154,136
57155,115
57156,114
57157,137
57158,74
57159,90
57160,86
57161,7
57162,135
57163,140
57164,90
57165,115
57166,162
57167,164
57168,64
57169,173
57170,19
57171,162
57172,76
57173,125
57174,112
57175,79
57176,57
57177,90
57178,154
57179,19
57180,99
57181,86
57182,72
57183,155
57184,71
57185,135
57186,121
57187,78
57188,85
57189,0
57190,114
57191,124
57192,180
57193,180
57194,99
57195,183
57196,80
57197,113
57198,141
57199,62
57200,101
57201,56
57202,166
57203,181
57204,170
57205,75
57206,188
57207,104
57208,117
57209,100
57210,86
57211,86
57212,137
57213,57
57214,180
57215,154
57216,156
57217,75
57218,150
57219,46
57220,135
57221,169
57222,133
57223,162
57224,156
57225,175
57226,116
57227,101
57228,180
57229,162
57230,174
57231,184
57232,115
57233,100
57234,151
57235,101
57236,138
57237,91
57238,137
57239,169
57240,40
57241,11
57242,74
57243,145
57244,171
57245,113
57246,136
57247,170
57248,176
57249,151
57250,75
57251,55
57252,88
57253,112
57254,155
57255,114
57256,59
57257,171
57258,88
57259,125
57260,128
57261,114
57262,101
57263,154
57264,59
57265,154
57266,130
57267,166
57268,72
57269,90
57270,57
57271,169
57272,25
57273,103
57274,108
57275,54
57276,127
57277,136
57278,164
57279,124
57280,87
57281,113
57282,71
57283,114
57284,158
57285,148
57286,94
57287,169
57288,102
57289,85
57290,112
57291,165
57292,126
57293,37
57294,156
57295,136
57296,147
57297,79
57298,165
57299,108
57300,108
57301,145
57302,150
57303,149
57304,164
57305,147
57306,185
57307,162
57308,107
57309,88
57310,127
57311,172
57312,72
57313,112
57314,136
57315,72
57316,60
57317,58
57318,155
57319,125
57320,171
57321,124
57322,45
57323,90
57324,166
57325,154
57326,154
57327,113
57328,172
57329,99
57330,186
57331,112
57332,66
57333,39
57334,162
57335,113
57336,169
57337,148
57338,115
57339,136
57340,169
57341,155
57342,24
57343,138
57344,5
57345,126
57346,155
57347,92
57348,162
57349,99
57350,171
57351,148
57352,128
57353,103
57354,162
57355,174
57356,114
57357,163
57358,101
57359,99
57360,184
57361,71
57362,40
57363,170
57364,57
57365,44
57366,103
57367,137
57368,88
57369,121
57370,124
57371,126
57372,137
57373,99
57374,125
57375,87
57376,125
57377,162
57378,103
57379,62
57380,73
57381,71
57382,148
57383,56
57384,40
57385,124
57386,19
57387,152
57388,114
57389,126
57390,162
57391,154
57392,25
57393,155
57394,176
57395,157
57396,166
57397,114
57398,132
57399,173
57400,176
57401,124
57402,103
57403,124
57404,127
57405,57
57406,176
57407,146
57408,117
57409,76
57410,136
57411,86
57412,19
57413,72
57414,145
57415,137
57416,56
57417,137
57418,100
57419,157
57420,99
57421,40
57422,155
57423,154
57424,100
57425,145
57426,101
57427,146
57428,59
57429,157
57430,74
57431,81
57432,165
57433,124
57434,149
57435,87
57436,56
57437,41
57438,23
57439,131
57440,148
57441,96
57442,101
57443,171
57444,100
57445,162
57446,59
57447,166
57448,46
57449,138
57450,43
57451,101
57452,169
57453,107
57454,104
57455,40
57456,181
57457,170
57458,174
57459,147
57460,155
57461,82
57462,84
57463,113
57464,146
57465,99
57466,88
57467,147
57468,160
57469,112
57470,170
57471,43
57472,163
57473,78
57474,74
57475,181
57476,42
57477,59
57478,40
57479,67
57480,59
57481,86
57482,26
57483,79
57484,148
57485,28
57486,170
57487,102
57488,28
57489,59
57490,77
57491,56
57492,88
57493,138
57494,125
57495,185
57496,43
57497,154
57498,170
57499,162
57500,66
57501,41
57502,142
57503,40
57504,150
57505,71
57506,143
57507,125
