hid,pid,inc,sex,age,job,person_id,ptype_code,household_id,parcel_id
13040,1,10693,1,3,4,21315,6,13040.0,337.0
13041,1,13562,1,2,4,21318,6,13041.0,198.0
13042,1,17729,1,2,4,21321,6,13042.0,196.0
13043,1,13022,1,2,4,21324,6,13043.0,190.0
13044,1,14847,1,2,4,21327,6,13044.0,279.0
13045,1,12478,1,1,4,21330,6,13045.0,301.0
13046,1,11774,1,3,4,21333,6,13046.0,277.0
13047,1,10899,1,3,4,21336,6,13047.0,448.0
13048,1,9444,1,1,4,21339,6,13048.0,340.0
13049,1,17187,1,2,4,21342,6,13049.0,274.0
13050,1,12433,1,1,4,21345,6,13050.0,9.0
13051,1,10633,1,2,4,21348,6,13051.0,304.0
13052,1,17293,1,2,4,21351,6,13052.0,278.0
13053,1,8055,1,3,4,21354,6,13053.0,276.0
13054,1,11996,1,1,4,21357,6,13054.0,205.0
13055,1,10960,1,1,4,21360,6,13055.0,292.0
13056,1,15977,1,1,4,21363,6,13056.0,543.0
13057,1,7736,1,1,4,21366,6,13057.0,296.0
13058,1,6350,1,3,4,21369,6,13058.0,5.0
13059,1,7541,1,3,4,21372,6,13059.0,297.0
13060,1,7817,1,1,4,21375,6,13060.0,543.0
13061,1,14865,1,2,4,21378,6,13061.0,371.0
13062,1,14238,1,1,4,21381,6,13062.0,346.0
13063,1,10886,1,3,4,21384,6,13063.0,349.0
13064,1,9988,1,1,4,21387,6,13064.0,62.0
13065,1,5962,1,2,4,21390,6,13065.0,245.0
13066,1,13322,1,3,4,21393,6,13066.0,274.0
13067,1,2543,1,2,4,21396,6,13067.0,371.0
13068,1,11320,1,2,4,21399,6,13068.0,331.0
13069,1,12355,1,2,4,21402,6,13069.0,339.0
13070,1,9915,1,2,4,21405,6,13070.0,346.0
13071,1,15580,1,2,4,21408,6,13071.0,301.0
13072,1,12119,1,2,4,21411,6,13072.0,198.0
13073,1,16120,1,3,4,21414,6,13073.0,340.0
13074,1,13514,1,3,4,21417,6,13074.0,189.0
13075,1,15560,1,1,4,21420,6,13075.0,299.0
13076,1,12065,1,1,4,21423,6,13076.0,190.0
13077,1,15214,1,2,4,21426,6,13077.0,190.0
13078,1,11035,1,3,4,21429,6,13078.0,371.0
13079,1,18774,1,1,4,21432,6,13079.0,293.0
13080,1,9258,1,3,4,21435,6,13080.0,100.0
13081,1,11617,1,1,4,21438,6,13081.0,336.0
13082,1,17067,1,2,4,21441,6,13082.0,340.0
13083,1,11291,1,1,4,21444,6,13083.0,279.0
13084,1,8920,1,3,4,21447,6,13084.0,236.0
13085,1,13710,1,2,4,21450,6,13085.0,303.0
13086,1,9299,1,3,4,21453,6,13086.0,17.0
13087,1,8394,1,3,4,21456,6,13087.0,275.0
13088,1,12837,1,2,4,21459,6,13088.0,301.0
13089,1,17292,1,3,4,21462,6,13089.0,191.0
13090,1,13449,1,3,4,21465,6,13090.0,360.0
13091,1,17700,1,3,4,21468,6,13091.0,19.0
13092,1,18622,1,2,4,21471,6,13092.0,253.0
13093,1,13439,1,3,4,21474,6,13093.0,196.0
13094,1,17686,1,2,4,21477,6,13094.0,276.0
13095,1,11700,1,1,4,21480,6,13095.0,337.0
13096,1,15878,1,3,4,21483,6,13096.0,245.0
13097,1,17325,1,2,4,21486,6,13097.0,274.0
13098,1,15236,1,1,4,21489,6,13098.0,196.0
13099,1,11534,1,1,4,21492,6,13099.0,331.0
13100,1,16985,1,2,4,21495,6,13100.0,352.0
13101,1,10578,1,2,4,21498,6,13101.0,278.0
13102,1,13739,1,3,4,21501,6,13102.0,205.0
13103,1,9895,1,2,4,21504,6,13103.0,206.0
13104,1,7962,1,1,4,21507,6,13104.0,296.0
13105,1,11447,1,2,4,21510,6,13105.0,113.0
13106,1,12009,1,2,4,21513,6,13106.0,304.0
13107,1,17310,1,2,4,21516,6,13107.0,352.0
13108,1,9162,1,3,4,21519,6,13108.0,299.0
13109,1,9774,1,2,4,21522,6,13109.0,352.0
13110,1,14259,1,1,4,21525,6,13110.0,2.0
13111,1,13023,1,1,4,21528,6,13111.0,193.0
13112,1,13238,1,3,4,21531,6,13112.0,293.0
13113,1,16460,1,3,4,21534,6,13113.0,196.0
13114,1,7916,1,2,4,21537,6,13114.0,279.0
13115,1,9123,1,3,4,21540,6,13115.0,297.0
13116,1,8520,1,1,4,21543,6,13116.0,265.0
13117,1,17103,1,1,4,21546,6,13117.0,205.0
13118,1,18158,1,3,4,21549,6,13118.0,190.0
13119,1,14347,1,3,4,21552,6,13119.0,12.0
13120,1,17246,1,1,4,21555,6,13120.0,296.0
13121,1,12422,1,2,4,21558,6,13121.0,100.0
13122,1,15920,1,3,4,21561,6,13122.0,197.0
13123,1,13715,1,3,4,21564,6,13123.0,204.0
13124,1,10704,1,2,4,21567,6,13124.0,198.0
13125,1,14007,1,3,4,21570,6,13125.0,277.0
13126,1,14136,1,2,4,21573,6,13126.0,327.0
13127,1,13346,1,2,4,21576,6,13127.0,205.0
13128,1,13254,1,2,4,21579,6,13128.0,352.0
13129,1,13845,1,3,4,21582,6,13129.0,278.0
13130,1,16686,1,3,4,21585,6,13130.0,276.0
13131,1,13963,1,2,4,21588,6,13131.0,17.0
13132,1,10876,1,3,4,21591,6,13132.0,327.0
13133,1,12237,1,2,4,21594,6,13133.0,193.0
13134,1,15330,1,3,4,21597,6,13134.0,304.0
13135,1,13352,1,1,4,21600,6,13135.0,207.0
13136,1,13717,1,1,4,21603,6,13136.0,235.0
13137,1,12937,1,2,4,21606,6,13137.0,207.0
13138,1,13667,1,1,4,21609,6,13138.0,17.0
13139,1,10831,1,1,4,21612,6,13139.0,201.0
13140,1,14725,1,1,4,21615,6,13140.0,344.0
13141,1,9663,1,1,4,21618,6,13141.0,342.0
13142,1,18143,1,3,4,21621,6,13142.0,279.0
13143,1,11013,1,3,4,21624,6,13143.0,56.0
13145,1,10243,1,2,4,21630,6,13145.0,26.0
13146,1,15667,1,2,4,21633,6,13146.0,365.0
13147,1,14909,1,2,4,21636,6,13147.0,287.0
13148,1,20194,1,1,4,21639,6,13148.0,352.0
13149,1,16938,1,1,4,21642,6,13149.0,297.0
13150,1,15544,1,1,4,21645,6,13150.0,354.0
13151,1,16787,1,3,4,21648,6,13151.0,304.0
13152,1,10352,1,2,4,21651,6,13152.0,190.0
13153,1,18641,1,1,4,21654,6,13153.0,375.0
13154,1,13239,1,1,4,21657,6,13154.0,245.0
13155,1,10315,1,2,4,21660,6,13155.0,346.0
13156,1,15991,1,2,4,21663,6,13156.0,276.0
13157,1,8875,1,2,4,21666,6,13157.0,253.0
13158,1,10816,1,1,4,21669,6,13158.0,113.0
13159,1,9395,1,1,4,21672,6,13159.0,64.0
13160,1,16425,1,2,4,21675,6,13160.0,301.0
13161,1,10214,1,3,4,21678,6,13161.0,11.0
13162,1,17396,1,1,4,21681,6,13162.0,5.0
13163,1,16004,1,3,4,21684,6,13163.0,2.0
13164,1,14388,1,3,4,21687,6,13164.0,346.0
13165,1,13683,1,1,4,21690,6,13165.0,346.0
13166,1,14780,1,2,4,21693,6,13166.0,287.0
13167,1,13248,1,1,4,21696,6,13167.0,198.0
13168,1,11534,1,3,4,21699,6,13168.0,265.0
13169,1,11910,1,2,4,21702,6,13169.0,371.0
13170,1,18959,1,3,4,21705,6,13170.0,9.0
13171,1,13034,1,1,4,21708,6,13171.0,22.0
13172,1,16395,1,3,4,21711,6,13172.0,346.0
13173,1,11746,1,2,4,21714,6,13173.0,346.0
13174,1,11863,1,2,4,21717,6,13174.0,205.0
13175,1,13251,1,3,4,21720,6,13175.0,205.0
13176,1,16314,1,2,4,21723,6,13176.0,253.0
13177,1,10629,1,2,4,21726,6,13177.0,276.0
13178,1,13967,1,1,4,21729,6,13178.0,11.0
13179,1,18291,1,3,4,21732,6,13179.0,22.0
13180,1,10097,1,3,4,21735,6,13180.0,301.0
13181,1,11406,1,3,4,21738,6,13181.0,347.0
13182,1,13921,1,3,4,21741,6,13182.0,331.0
13183,1,14180,1,2,4,21744,6,13183.0,346.0
13184,1,9260,1,2,4,21747,6,13184.0,12.0
13185,1,12474,1,1,4,21750,6,13185.0,113.0
13186,1,18095,1,2,4,21753,6,13186.0,340.0
13187,1,11929,1,2,4,21756,6,13187.0,201.0
13188,1,11171,1,3,4,21759,6,13188.0,17.0
13189,1,10847,1,3,4,21762,6,13189.0,305.0
13190,1,17158,1,3,4,21765,6,13190.0,274.0
13191,1,11721,1,1,4,21768,6,13191.0,17.0
13192,1,12081,1,2,4,21771,6,13192.0,368.0
13193,1,6541,1,3,4,21774,6,13193.0,253.0
13194,1,13714,1,2,4,21777,6,13194.0,341.0
13195,1,12181,1,3,4,21780,6,13195.0,305.0
13196,1,15960,1,1,4,21783,6,13196.0,17.0
13197,1,14602,1,2,4,21786,6,13197.0,6.0
13198,1,12498,1,1,4,21789,6,13198.0,296.0
13199,1,10100,1,2,4,21792,6,13199.0,245.0
13200,1,9427,1,1,4,21795,6,13200.0,346.0
13201,1,15080,1,1,4,21798,6,13201.0,331.0
13202,1,9246,1,2,4,21801,6,13202.0,352.0
13203,1,12167,1,1,4,21804,6,13203.0,22.0
13204,1,11249,1,2,4,21807,6,13204.0,357.0
13205,1,13690,1,3,4,21810,6,13205.0,2.0
13206,1,13666,1,3,4,21813,6,13206.0,301.0
13207,1,12851,1,2,4,21816,6,13207.0,346.0
13208,1,19319,1,1,4,21819,6,13208.0,100.0
13209,1,14354,1,3,4,21822,6,13209.0,190.0
13210,1,13851,1,2,4,21825,6,13210.0,412.0
13212,1,7247,1,3,4,21831,6,13212.0,304.0
13213,1,12288,1,1,4,21834,6,13213.0,543.0
13214,1,14530,1,1,4,21837,6,13214.0,4.0
13215,1,18900,1,3,4,21840,6,13215.0,2.0
13216,1,17716,1,3,4,21843,6,13216.0,356.0
13217,1,12258,1,3,4,21846,6,13217.0,128.0
13218,1,12900,1,2,4,21849,6,13218.0,328.0
13219,1,17495,1,1,4,21852,6,13219.0,302.0
13220,1,13013,1,3,4,21855,6,13220.0,198.0
13221,1,18923,1,2,4,21858,6,13221.0,345.0
13222,1,12446,1,2,4,21861,6,13222.0,193.0
13223,1,16426,1,2,4,21864,6,13223.0,344.0
13224,1,13612,1,1,4,21867,6,13224.0,412.0
13225,1,15656,1,1,4,21870,6,13225.0,274.0
13226,1,10253,1,3,4,21873,6,13226.0,339.0
13227,1,14102,1,3,4,21876,6,13227.0,5.0
13228,1,15988,1,2,4,21879,6,13228.0,22.0
13229,1,11476,1,2,4,21882,6,13229.0,13.0
13230,1,8581,1,1,4,21885,6,13230.0,365.0
13232,1,11605,1,2,4,21891,6,13232.0,412.0
13233,1,10322,1,2,4,21894,6,13233.0,198.0
13234,1,11319,1,1,4,21897,6,13234.0,301.0
13235,1,15205,1,3,4,21900,6,13235.0,327.0
13236,1,12577,1,1,4,21903,6,13236.0,346.0
13237,1,11619,1,2,4,21906,6,13237.0,294.0
13238,1,14843,1,3,4,21909,6,13238.0,25.0
13239,1,15485,1,2,4,21912,6,13239.0,7.0
13240,1,15112,1,1,4,21915,6,13240.0,346.0
13241,1,14919,1,1,4,21918,6,13241.0,19.0
13242,1,12355,1,2,4,21921,6,13242.0,7.0
13243,1,11545,1,2,4,21924,6,13243.0,204.0
13244,1,12099,1,2,4,21927,6,13244.0,5.0
13245,1,10907,1,1,4,21930,6,13245.0,292.0
13246,1,11995,1,2,4,21933,6,13246.0,349.0
13247,1,14352,1,3,4,21936,6,13247.0,62.0
13248,1,12747,1,1,4,21939,6,13248.0,3.0
13249,1,11709,1,3,4,21942,6,13249.0,344.0
13250,1,11517,1,1,4,21945,6,13250.0,62.0
13251,1,14017,1,1,4,21948,6,13251.0,19.0
13252,1,12422,1,1,4,21951,6,13252.0,292.0
13253,1,10204,1,3,4,21954,6,13253.0,13.0
13254,1,13065,1,3,4,21957,6,13254.0,347.0
13255,1,19012,1,1,4,21960,6,13255.0,202.0
13256,1,9423,1,3,4,21963,6,13256.0,245.0
13257,1,13985,1,3,4,21966,6,13257.0,334.0
13258,1,8492,1,3,4,21969,6,13258.0,328.0
13259,1,13134,1,1,4,21972,6,13259.0,290.0
13260,1,15355,1,2,4,21975,6,13260.0,11.0
13261,1,12674,1,1,4,21978,6,13261.0,375.0
13262,1,11733,1,2,4,21981,6,13262.0,335.0
13263,1,18115,1,1,4,21984,6,13263.0,371.0
13264,1,15170,1,2,4,21987,6,13264.0,355.0
13265,1,15583,1,2,4,21990,6,13265.0,356.0
13266,1,13854,1,1,4,21993,6,13266.0,365.0
13267,1,13813,1,2,4,21996,6,13267.0,30.0
13268,1,10183,1,1,4,21999,6,13268.0,299.0
13269,1,8653,1,1,4,22002,6,13269.0,346.0
13270,1,13078,1,2,4,22005,6,13270.0,276.0
13272,1,11297,1,3,4,22011,6,13272.0,6.0
13273,1,15119,1,2,4,22014,6,13273.0,287.0
13274,1,9556,1,1,4,22017,6,13274.0,346.0
13275,1,7777,1,1,4,22020,6,13275.0,197.0
13276,1,12458,1,2,4,22023,6,13276.0,12.0
13277,1,8412,1,3,4,22026,6,13277.0,433.0
13278,1,6671,1,3,4,22029,6,13278.0,19.0
13279,1,13635,1,2,4,22032,6,13279.0,196.0
13280,1,12296,1,1,4,22035,6,13280.0,198.0
13281,1,16782,1,2,4,22038,6,13281.0,113.0
13282,1,17116,1,3,4,22041,6,13282.0,6.0
13283,1,9718,1,3,4,22044,6,13283.0,22.0
13284,1,14461,1,1,4,22047,6,13284.0,13.0
13285,1,13558,1,3,4,22050,6,13285.0,18.0
13286,1,13231,1,3,4,22053,6,13286.0,292.0
13287,1,13128,1,3,4,22056,6,13287.0,349.0
13288,1,10828,1,3,4,22059,6,13288.0,352.0
13289,1,16873,1,2,4,22062,6,13289.0,354.0
13290,1,12097,1,3,4,22065,6,13290.0,198.0
13291,1,20814,1,2,4,22068,6,13291.0,339.0
13292,1,7517,1,1,4,22071,6,13292.0,296.0
13293,1,14080,1,2,4,22074,6,13293.0,345.0
13294,1,9497,1,3,4,22077,6,13294.0,266.0
13295,1,12650,1,3,4,22080,6,13295.0,340.0
13296,1,9297,1,3,4,22083,6,13296.0,113.0
13297,1,15133,1,3,4,22086,6,13297.0,322.0
13298,1,12184,1,2,4,22089,6,13298.0,198.0
13299,1,17689,1,2,4,22092,6,13299.0,80.0
13300,1,16436,1,2,4,22095,6,13300.0,347.0
13301,1,9762,1,3,4,22098,6,13301.0,13.0
13302,1,14618,1,1,4,22101,6,13302.0,17.0
13303,1,13782,1,3,4,22104,6,13303.0,19.0
13304,1,19276,1,1,4,22107,6,13304.0,352.0
13305,1,13691,1,3,4,22110,6,13305.0,2.0
13306,1,15099,1,1,4,22113,6,13306.0,349.0
13307,1,9389,1,1,4,22116,6,13307.0,275.0
13308,1,11678,1,3,4,22119,6,13308.0,344.0
13309,1,12986,1,3,4,22122,6,13309.0,344.0
13310,1,8245,1,1,4,22125,6,13310.0,305.0
13311,1,16136,1,3,4,22128,6,13311.0,344.0
13312,1,18734,1,1,4,22131,6,13312.0,191.0
13313,1,15589,1,3,4,22134,6,13313.0,275.0
13314,1,13522,1,3,4,22137,6,13314.0,365.0
13315,1,10298,1,3,4,22140,6,13315.0,9.0
13316,1,15153,1,1,4,22143,6,13316.0,5.0
13317,1,6670,1,1,4,22146,6,13317.0,22.0
13318,1,19861,1,2,4,22149,6,13318.0,19.0
13319,1,13893,1,3,4,22152,6,13319.0,346.0
13320,1,13140,1,1,4,22155,6,13320.0,193.0
13321,1,16089,1,2,4,22158,6,13321.0,543.0
13322,1,11478,1,2,4,22161,6,13322.0,190.0
13323,1,13142,1,3,4,22164,6,13323.0,339.0
13324,1,7992,1,2,4,22167,6,13324.0,327.0
13325,1,13749,1,1,4,22170,6,13325.0,346.0
13326,1,12186,1,2,4,22173,6,13326.0,352.0
13327,1,9339,1,3,4,22176,6,13327.0,30.0
13328,1,11661,1,1,4,22179,6,13328.0,339.0
13329,1,9382,1,3,4,22182,6,13329.0,292.0
13330,1,11397,1,3,4,22185,6,13330.0,191.0
13331,1,11816,1,1,4,22188,6,13331.0,346.0
13332,1,13953,1,1,4,22191,6,13332.0,339.0
13333,1,8964,1,3,4,22194,6,13333.0,205.0
13334,1,12272,1,3,4,22197,6,13334.0,205.0
13335,1,16913,1,3,4,22200,6,13335.0,198.0
13336,1,16166,1,1,4,22203,6,13336.0,191.0
13337,1,10299,1,3,4,22206,6,13337.0,193.0
13338,1,15486,1,3,4,22209,6,13338.0,346.0
13339,1,17972,1,3,4,22212,6,13339.0,349.0
13340,1,12933,1,2,4,22215,6,13340.0,13.0
13341,1,14424,1,1,4,22218,6,13341.0,292.0
13342,1,12066,1,1,4,22221,6,13342.0,277.0
13343,1,11865,1,2,4,22224,6,13343.0,207.0
13344,1,8676,1,3,4,22227,6,13344.0,201.0
13345,1,11357,1,3,4,22230,6,13345.0,274.0
13346,1,17548,1,2,4,22233,6,13346.0,204.0
13347,1,14091,1,3,4,22236,6,13347.0,365.0
13348,1,13798,1,3,4,22239,6,13348.0,197.0
13349,1,13853,1,3,4,22242,6,13349.0,352.0
13350,1,11034,1,1,4,22245,6,13350.0,201.0
13351,1,14400,1,3,4,22248,6,13351.0,206.0
13352,1,14304,1,2,4,22251,6,13352.0,205.0
13353,1,14115,1,1,4,22254,6,13353.0,365.0
13354,1,7066,1,2,4,22257,6,13354.0,204.0
13355,1,9995,1,3,4,22260,6,13355.0,204.0
13356,1,10858,1,3,4,22263,6,13356.0,349.0
13357,1,8261,1,1,4,22266,6,13357.0,344.0
13358,1,7910,1,2,4,22269,6,13358.0,283.0
13359,1,13861,1,2,4,22272,6,13359.0,297.0
13360,1,13204,1,2,4,22275,6,13360.0,380.0
13361,1,14281,1,1,4,22278,6,13361.0,185.0
13362,1,10422,1,2,4,22281,6,13362.0,25.0
13363,1,13748,1,1,4,22284,6,13363.0,346.0
13365,1,10589,1,3,4,22290,6,13365.0,80.0
13366,1,19295,1,2,4,22293,6,13366.0,5.0
13367,1,13091,1,1,4,22296,6,13367.0,265.0
13368,1,11926,1,1,4,22299,6,13368.0,19.0
13369,1,11101,1,3,4,22302,6,13369.0,4.0
13370,1,20499,1,3,4,22305,6,13370.0,198.0
13371,1,8783,1,1,4,22308,6,13371.0,3.0
13372,1,13429,1,3,4,22311,6,13372.0,340.0
13373,1,12310,1,3,4,22314,6,13373.0,7.0
13374,1,9665,1,2,4,22317,6,13374.0,335.0
13375,1,14994,1,3,4,22320,6,13375.0,30.0
13376,1,16452,1,1,4,22323,6,13376.0,543.0
13377,1,15169,1,2,4,22326,6,13377.0,380.0
13378,1,9197,1,1,4,22329,6,13378.0,305.0
13379,1,12496,1,2,4,22332,6,13379.0,196.0
13380,1,11056,1,3,4,22335,6,13380.0,327.0
13381,1,10000,1,1,4,22338,6,13381.0,340.0
13382,1,9424,1,2,4,22341,6,13382.0,331.0
13383,1,14721,1,3,4,22344,6,13383.0,201.0
13384,1,9911,1,2,4,22347,6,13384.0,337.0
13385,1,6815,1,3,4,22350,6,13385.0,433.0
13386,1,16326,1,3,4,22353,6,13386.0,201.0
13387,1,14064,1,3,4,22356,6,13387.0,365.0
13388,1,11546,1,2,4,22359,6,13388.0,64.0
13389,1,14416,1,2,4,22362,6,13389.0,334.0
13390,1,15181,1,1,4,22365,6,13390.0,352.0
13391,1,16428,1,3,4,22368,6,13391.0,341.0
13392,1,13755,1,2,4,22371,6,13392.0,288.0
13393,1,12620,1,1,4,22374,6,13393.0,6.0
13394,1,13622,1,2,4,22377,6,13394.0,371.0
13395,1,11354,1,2,4,22380,6,13395.0,365.0
13396,1,16032,1,2,4,22383,6,13396.0,371.0
13397,1,20426,1,2,4,22386,6,13397.0,9.0
13398,1,9948,1,2,4,22389,6,13398.0,17.0
13399,1,16729,1,3,4,22392,6,13399.0,279.0
13400,1,10437,1,1,4,22395,6,13400.0,348.0
13401,1,15194,1,3,4,22398,6,13401.0,26.0
13402,1,14433,1,1,4,22401,6,13402.0,301.0
13403,1,16304,1,3,4,22404,6,13403.0,564.0
13404,1,12132,1,1,4,22407,6,13404.0,205.0
13405,1,11242,1,3,4,22410,6,13405.0,297.0
13406,1,16248,1,1,4,22413,6,13406.0,340.0
13407,1,15083,1,2,4,22416,6,13407.0,19.0
13408,1,12339,1,3,4,22419,6,13408.0,12.0
13409,1,14866,1,1,4,22422,6,13409.0,207.0
13410,1,18322,1,1,4,22425,6,13410.0,2.0
13411,1,16437,1,2,4,22428,6,13411.0,305.0
13412,1,15263,1,1,4,22431,6,13412.0,352.0
13413,1,13140,1,2,4,22434,6,13413.0,371.0
13414,1,10872,1,1,4,22437,6,13414.0,352.0
13415,1,8338,1,3,4,22440,6,13415.0,371.0
13416,1,12291,1,2,4,22443,6,13416.0,279.0
13417,1,15843,1,1,4,22446,6,13417.0,296.0
13418,1,17197,1,2,4,22449,6,13418.0,435.0
13419,1,10376,1,2,4,22452,6,13419.0,346.0
13420,1,12848,1,2,4,22455,6,13420.0,328.0
13421,1,12377,1,1,4,22458,6,13421.0,297.0
13422,1,11694,1,3,4,22461,6,13422.0,265.0
13423,1,11991,1,1,4,22464,6,13423.0,102.0
13424,1,10765,1,1,4,22467,6,13424.0,113.0
13425,1,14283,1,1,4,22470,6,13425.0,337.0
13426,1,14883,1,2,4,22473,6,13426.0,19.0
13427,1,17755,1,3,4,22476,6,13427.0,9.0
13428,1,17417,1,3,4,22479,6,13428.0,349.0
13429,1,12564,1,1,4,22482,6,13429.0,371.0
13430,1,13923,1,3,4,22485,6,13430.0,19.0
13431,1,12141,1,3,4,22488,6,13431.0,2.0
13432,1,15647,1,3,4,22491,6,13432.0,291.0
13433,1,8156,1,3,4,22494,6,13433.0,12.0
13434,1,8072,1,3,4,22497,6,13434.0,365.0
13435,1,11184,1,2,4,22500,6,13435.0,543.0
13436,1,8848,1,2,4,22503,6,13436.0,331.0
13437,1,15593,1,2,4,22506,6,13437.0,352.0
13438,1,10761,1,2,4,22509,6,13438.0,197.0
13439,1,16799,1,3,4,22512,6,13439.0,301.0
13440,1,16660,1,3,4,22515,6,13440.0,333.0
13441,1,11769,1,2,4,22518,6,13441.0,201.0
13442,1,8766,1,3,4,22521,6,13442.0,204.0
13443,1,15980,1,3,4,22524,6,13443.0,339.0
13444,1,9142,1,1,4,22527,6,13444.0,196.0
13445,1,11189,1,2,4,22530,6,13445.0,297.0
13446,1,10231,1,2,4,22533,6,13446.0,396.0
13447,1,17104,1,1,4,22536,6,13447.0,202.0
13448,1,11449,1,3,4,22539,6,13448.0,4.0
13449,1,12576,1,3,4,22542,6,13449.0,304.0
13450,1,12777,1,2,4,22545,6,13450.0,290.0
13451,1,15017,1,1,4,22548,6,13451.0,190.0
13452,1,12855,1,2,4,22551,6,13452.0,12.0
13453,1,14725,1,2,4,22554,6,13453.0,346.0
13454,1,20363,1,3,4,22557,6,13454.0,344.0
13455,1,13225,1,2,4,22560,6,13455.0,297.0
13456,1,8868,1,2,4,22563,6,13456.0,380.0
13457,1,13949,1,2,4,22566,6,13457.0,5.0
13458,1,8647,1,2,4,22569,6,13458.0,274.0
13460,1,9499,1,3,4,22575,6,13460.0,305.0
13461,1,15816,1,3,4,22578,6,13461.0,349.0
13462,1,15362,1,3,4,22581,6,13462.0,374.0
13463,1,16556,1,1,4,22584,6,13463.0,296.0
13464,1,11540,1,1,4,22587,6,13464.0,301.0
13465,1,13441,1,2,4,22590,6,13465.0,342.0
13467,1,11087,1,1,4,22596,6,13467.0,276.0
13468,1,15300,1,2,4,22599,6,13468.0,377.0
13469,1,12863,1,3,4,22602,6,13469.0,113.0
13470,1,10222,1,3,4,22605,6,13470.0,333.0
13471,1,12174,1,2,4,22608,6,13471.0,304.0
13472,1,10574,1,1,4,22611,6,13472.0,204.0
13473,1,15773,1,1,4,22614,6,13473.0,543.0
13474,1,8757,1,3,4,22617,6,13474.0,6.0
13475,1,14512,1,3,4,22620,6,13475.0,351.0
13476,1,14587,1,1,4,22623,6,13476.0,287.0
13477,1,13609,1,2,4,22626,6,13477.0,196.0
13478,1,18708,1,1,4,22629,6,13478.0,287.0
13479,1,16170,1,3,4,22632,6,13479.0,201.0
13480,1,19395,1,2,4,22635,6,13480.0,327.0
13481,1,17124,1,1,4,22638,6,13481.0,346.0
13482,1,15345,1,1,4,22641,6,13482.0,14.0
13483,1,14495,1,3,4,22644,6,13483.0,352.0
13484,1,16728,1,2,4,22647,6,13484.0,292.0
13485,1,5871,1,3,4,22650,6,13485.0,198.0
13487,1,19356,1,2,4,22656,6,13487.0,198.0
13488,1,12184,1,2,4,22659,6,13488.0,290.0
13489,1,13442,1,1,4,22662,6,13489.0,15.0
13490,1,13278,1,2,4,22665,6,13490.0,329.0
13491,1,10386,1,1,4,22668,6,13491.0,13.0
13492,1,12773,1,3,4,22671,6,13492.0,347.0
13493,1,11341,1,2,4,22674,6,13493.0,13.0
13494,1,11730,1,2,4,22677,6,13494.0,203.0
13495,1,14397,1,3,4,22680,6,13495.0,290.0
13496,1,12098,1,3,4,22683,6,13496.0,379.0
13497,1,17744,1,1,4,22686,6,13497.0,265.0
13498,1,11526,1,2,4,22689,6,13498.0,192.0
13499,1,14029,1,3,4,22692,6,13499.0,345.0
13500,1,17892,1,2,4,22695,6,13500.0,193.0
13501,1,16812,1,3,4,22698,6,13501.0,327.0
13502,1,13853,1,2,4,22701,6,13502.0,436.0
13503,1,10728,1,3,4,22704,6,13503.0,352.0
13504,1,9532,1,1,4,22707,6,13504.0,198.0
13505,1,12624,1,3,4,22710,6,13505.0,341.0
13506,1,14141,1,3,4,22713,6,13506.0,303.0
13507,1,16038,1,2,4,22716,6,13507.0,265.0
13508,1,14419,1,1,4,22719,6,13508.0,543.0
13509,1,13751,1,3,4,22722,6,13509.0,347.0
13510,1,14732,1,2,4,22725,6,13510.0,340.0
13511,1,14686,1,3,4,22728,6,13511.0,346.0
13512,1,13785,1,1,4,22731,6,13512.0,113.0
13513,1,10103,1,3,4,22734,6,13513.0,337.0
13514,1,15357,1,1,4,22737,6,13514.0,276.0
13515,1,15768,1,2,4,22740,6,13515.0,275.0
13516,1,12322,1,3,4,22743,6,13516.0,12.0
13517,1,13578,1,3,4,22746,6,13517.0,2.0
13518,1,14753,1,1,4,22749,6,13518.0,2.0
13519,1,10920,1,3,4,22752,6,13519.0,349.0
13520,1,19405,1,3,4,22755,6,13520.0,304.0
13521,1,7795,1,1,4,22758,6,13521.0,276.0
13522,1,10277,1,2,4,22761,6,13522.0,365.0
13523,1,13612,1,1,4,22764,6,13523.0,4.0
13524,1,11293,1,1,4,22767,6,13524.0,24.0
13525,1,15921,1,1,4,22770,6,13525.0,275.0
13526,1,13423,1,2,4,22773,6,13526.0,346.0
13527,1,13290,1,3,4,22776,6,13527.0,138.0
13528,1,12086,1,1,4,22779,6,13528.0,328.0
13529,1,17723,1,3,4,22782,6,13529.0,340.0
13530,1,14333,1,2,4,22785,6,13530.0,360.0
13531,1,12679,1,3,4,22788,6,13531.0,196.0
13532,1,12814,1,3,4,22791,6,13532.0,293.0
13534,1,9974,1,2,4,22797,6,13534.0,300.0
13535,1,13232,1,3,4,22800,6,13535.0,6.0
13536,1,13969,1,1,4,22803,6,13536.0,246.0
13537,1,9087,1,1,4,22806,6,13537.0,277.0
13538,1,13872,1,2,4,22809,6,13538.0,205.0
13539,1,11618,1,1,4,22812,6,13539.0,279.0
13540,1,13123,1,2,4,22815,6,13540.0,340.0
13541,1,13174,1,2,4,22818,6,13541.0,23.0
13542,1,15053,1,2,4,22821,6,13542.0,291.0
13543,1,9488,1,1,4,22824,6,13543.0,113.0
13544,1,13179,1,1,4,22827,6,13544.0,205.0
13545,1,11039,1,1,4,22830,6,13545.0,22.0
13547,1,18126,1,2,4,22836,6,13547.0,291.0
