,tour_id,survey_tour_id,person_id,household_id,tour_type,tour_category,destination,origin,tour_mode,survey_parent_tour_id,parent_tour_id,composition,tdd,atwork_subtour_frequency,stop_frequency,ptype,age,sex,alternatives_id
243,4615034,46150340,112561,112561,shopping,non_mandatory,16.0,17.0,TNC_SINGLE,,,,154,,1out_0in,1,44,1,29
244,4615035,46150350,112561,112561,shopping,non_mandatory,16.0,17.0,WALK,,,,170,,0out_0in,1,44,1,29
245,4615026,46150260,112561,112561,other,non_mandatory,9.0,17.0,DRIVEALONEFREE,,,,162,,0out_0in,1,44,1,29
246,4623029,46230290,112756,112756,shopping,non_mandatory,11.0,19.0,WALK_LOC,,,,125,,0out_1in,3,39,1,42
247,4623002,46230020,112756,112756,eatout,non_mandatory,18.0,19.0,WALK,,,,149,,0out_0in,3,39,1,42
248,4623800,46238000,112775,112775,other,non_mandatory,9.0,19.0,TNC_SINGLE,,,,40,,0out_0in,2,27,2,9
250,4625776,46257760,112823,112823,shopping,non_mandatory,2.0,19.0,WALK_LOC,,,,74,,0out_0in,3,25,1,69
251,4631347,46313470,112959,112959,medical,non_mandatory,4.0,20.0,WALK_LRF,,,,147,,0out_0in,2,35,1,1
252,4635944,46359440,113071,113071,shopping,non_mandatory,16.0,23.0,WALK,,,,135,,0out_3in,2,25,1,21
253,4635947,46359470,113071,113071,social,non_mandatory,7.0,23.0,WALK_LRF,,,,176,,0out_0in,2,25,1,21
254,4639552,46395520,113159,113159,shopping,non_mandatory,12.0,25.0,WALK_LOC,,,,126,,0out_0in,1,52,2,7
255,8704292,87042920,212299,200965,shopping,non_mandatory,2.0,6.0,WALK,,,,86,,0out_0in,4,61,2,7
256,8704328,87043280,212300,200965,medical,non_mandatory,11.0,6.0,BIKE,,,,81,,0out_0in,3,34,1,25
257,8704306,87043060,212300,200965,eatout,non_mandatory,5.0,6.0,WALK,,,,181,,0out_0in,3,34,1,25
258,8720159,87201590,212686,201158,shopping,non_mandatory,11.0,8.0,WALK_LOC,,,,175,,1out_0in,4,39,1,7
259,8723677,87236770,212772,201201,other,non_mandatory,3.0,9.0,WALK_LRF,,,,63,,0out_1in,4,41,1,9
260,8725440,87254400,212815,201223,other,non_mandatory,10.0,10.0,BIKE,,,,41,,0out_0in,4,47,1,9
261,8725489,87254890,212816,201223,shopping,non_mandatory,18.0,10.0,DRIVEALONEFREE,,,,146,,0out_0in,4,35,2,5
262,8725484,87254840,212816,201223,medical,non_mandatory,12.0,10.0,WALK,,,,136,,0out_0in,4,35,2,5
263,8734132,87341320,213027,201329,other,non_mandatory,9.0,13.0,WALK_LRF,,,,78,,0out_0in,4,32,1,9
265,8737423,87374230,213107,201369,social,non_mandatory,20.0,21.0,WALK,,,,101,,0out_0in,4,52,2,13
266,8737461,87374610,213108,201369,shopping,non_mandatory,18.0,21.0,WALK,,,,56,,0out_0in,5,66,1,7
267,8737502,87375020,213109,201370,shopping,non_mandatory,16.0,21.0,WALK,,,,152,,1out_0in,4,45,2,21
268,8737505,87375050,213109,201370,social,non_mandatory,21.0,21.0,WALK,,,,99,,0out_0in,4,45,2,21
269,8738358,87383580,213130,201380,medical,non_mandatory,17.0,25.0,WALK_LRF,,,,117,,0out_0in,4,54,2,1
270,10824602,108246020,264014,226822,medical,non_mandatory,4.0,9.0,WALK_LRF,,,,79,,0out_0in,4,58,1,1
271,10825509,108255090,264036,226833,shopping,non_mandatory,11.0,9.0,WALK,,,,138,,0out_0in,4,28,2,5
272,10825504,108255040,264036,226833,medical,non_mandatory,9.0,9.0,WALK,,,,55,,0out_0in,4,28,2,5
273,10828453,108284530,264108,226869,other,non_mandatory,19.0,9.0,WALK,,,,86,,0out_0in,4,27,2,9
274,10829273,108292730,264128,226879,other,non_mandatory,19.0,10.0,WALK,,,,131,,0out_0in,5,70,2,9
275,10830257,108302570,264152,226891,other,non_mandatory,8.0,10.0,WALK,,,,170,,0out_0in,2,28,1,9
277,10834010,108340100,264244,226937,eatout,non_mandatory,8.0,10.0,WALK,,,,114,,0out_0in,3,29,2,58
278,10835016,108350160,264268,226949,medical,non_mandatory,7.0,10.0,WALK_LOC,,,,127,,0out_0in,2,27,1,1
280,10839531,108395310,264378,227004,shopping,non_mandatory,11.0,10.0,WALK,,,,163,,0out_0in,4,28,1,69
281,10844984,108449840,264511,227071,shopping,non_mandatory,4.0,10.0,WALK_LRF,,,,115,,0out_0in,3,22,2,5
282,10844979,108449790,264511,227071,medical,non_mandatory,1.0,10.0,WALK_HVY,,,,71,,0out_0in,3,22,2,5
283,10845020,108450200,264512,227071,medical,non_mandatory,20.0,10.0,WALK_LOC,,,,100,,0out_0in,2,28,1,1
284,10853184,108531840,264711,227171,shopping,non_mandatory,16.0,16.0,WALK,,,,113,,0out_0in,4,38,2,7
285,10858309,108583090,264836,227233,shopping,non_mandatory,13.0,16.0,WALK,,,,56,,0out_1in,1,18,2,7
286,10860236,108602360,264883,227257,shopping,non_mandatory,19.0,19.0,WALK,,,,42,,0out_0in,2,47,2,7
287,10860272,108602720,264884,227257,medical,non_mandatory,7.0,19.0,WALK,,,,103,,0out_0in,4,30,1,1
289,10861499,108614990,264914,227272,other,non_mandatory,14.0,23.0,WALK_LRF,,,,164,,0out_2in,4,24,2,64
290,10863139,108631390,264954,227292,other,non_mandatory,6.0,25.0,WALK,,,,157,,0out_0in,1,54,2,33
291,10863140,108631400,264954,227292,other,non_mandatory,13.0,25.0,WALK,,,,176,,0out_0in,1,54,2,33
292,10863470,108634700,264962,227296,medical,non_mandatory,1.0,25.0,WALK,,,,140,,0out_0in,4,24,2,11
293,10863478,108634780,264962,227296,social,non_mandatory,9.0,25.0,WALK_LOC,,,,40,,1out_0in,4,24,2,11
294,13243848,132438480,323020,256325,medical,non_mandatory,6.0,8.0,WALK,,,,172,,0out_0in,1,37,1,1
295,13245813,132458130,323068,256349,other,non_mandatory,3.0,9.0,WALK_LRF,,,,58,,0out_0in,2,23,1,33
296,13245814,132458140,323068,256349,other,non_mandatory,15.0,9.0,WALK_HVY,,,,113,,0out_0in,2,23,1,33
297,13253729,132537290,323261,256446,medical,non_mandatory,7.0,10.0,BIKE,,,,115,,0out_0in,2,41,1,1
298,13257583,132575830,323355,256493,medical,non_mandatory,13.0,10.0,WALK_LRF,,,,37,,0out_0in,2,40,1,1
299,13258039,132580390,323366,256498,shopping,non_mandatory,21.0,10.0,WALK,,,,169,,0out_0in,3,32,1,7
300,13264968,132649680,323535,256583,shopping,non_mandatory,12.0,10.0,WALK,,,,170,,0out_0in,2,40,1,34
301,13264969,132649690,323535,256583,shopping,non_mandatory,5.0,10.0,WALK_LOC,,,,176,,0out_0in,2,40,1,34
302,13264963,132649630,323535,256583,medical,non_mandatory,5.0,10.0,BIKE,,,,154,,0out_0in,2,40,1,34
303,13264960,132649600,323535,256583,other,non_mandatory,9.0,10.0,WALK_LOC,,,,156,,0out_0in,2,40,1,34
304,13274926,132749260,323778,256704,medical,non_mandatory,7.0,16.0,WALK,,,,38,,0out_0in,2,23,1,1
305,13275177,132751770,323784,256707,shopping,non_mandatory,16.0,16.0,WALK,,,,85,,0out_0in,1,21,1,7
306,13279146,132791460,323881,256756,other,non_mandatory,16.0,16.0,WALK,,,,176,,0out_0in,1,50,1,9
307,13279578,132795780,323892,256761,eatout,non_mandatory,16.0,16.0,WALK,,,,79,,0out_0in,1,18,2,3
308,13285993,132859930,324048,256839,other,non_mandatory,22.0,16.0,WALK_LOC,,,,61,,0out_0in,1,30,1,9
309,13286083,132860830,324050,256840,shopping,non_mandatory,2.0,16.0,BIKE,,,,155,,0out_0in,1,53,1,2
310,13286075,132860750,324050,256840,other,non_mandatory,23.0,16.0,WALK,,,,166,,0out_0in,1,53,1,2
311,13289806,132898060,324141,256886,other,non_mandatory,16.0,16.0,WALK,,,,170,,0out_0in,1,19,2,9
312,13289888,132898880,324143,256887,other,non_mandatory,25.0,16.0,WALK,,,,61,,0out_0in,2,23,1,9
313,13290470,132904700,324157,256894,shopping,non_mandatory,16.0,16.0,WALK,,,,99,,0out_0in,1,31,2,7
314,13293865,132938650,324240,256935,other,non_mandatory,12.0,16.0,WALK,,,,157,,0out_0in,1,51,1,9
315,13295554,132955540,324281,256956,shopping,non_mandatory,5.0,16.0,WALK,,,,149,,0out_0in,2,23,1,5
316,13295549,132955490,324281,256956,medical,non_mandatory,16.0,16.0,WALK,,,,178,,0out_0in,2,23,1,5
317,13295587,132955870,324282,256956,other,non_mandatory,8.0,16.0,WALK_LOC,,,,180,,0out_0in,2,22,1,9
318,13298744,132987440,324359,256995,other,non_mandatory,1.0,16.0,WALK,,,,136,,0out_0in,2,28,1,9
319,13313299,133132990,324714,257172,other,non_mandatory,9.0,16.0,BIKE,,,,171,,0out_0in,1,51,1,9
320,13313627,133136270,324722,257176,other,non_mandatory,7.0,16.0,WALK,,,,185,,0out_0in,1,51,1,9
321,13316866,133168660,324801,257216,other,non_mandatory,7.0,16.0,WALK_LOC,,,,168,,1out_0in,2,36,1,9
322,13317790,133177900,324824,257227,eatout,non_mandatory,4.0,16.0,WALK,,,,157,,0out_0in,2,62,2,3
323,13321297,133212970,324909,257270,medical,non_mandatory,7.0,16.0,TNC_SINGLE,,,,157,,0out_2in,1,61,1,1
324,13327944,133279440,325071,257351,shopping,non_mandatory,16.0,16.0,WALK,,,,137,,0out_0in,2,29,2,7
325,13340731,133407310,325383,257507,medical,non_mandatory,22.0,16.0,WALK,,,,45,,0out_0in,1,26,2,14
326,13340732,133407320,325383,257507,medical,non_mandatory,11.0,16.0,WALK,,,,170,,0out_0in,1,26,2,14
327,13342745,133427450,325432,257531,shopping,non_mandatory,14.0,16.0,TAXI,,,,113,,0out_0in,2,22,2,7
328,13345082,133450820,325489,257560,shopping,non_mandatory,16.0,16.0,WALK,,,,145,,1out_0in,2,53,2,21
329,13345085,133450850,325489,257560,social,non_mandatory,9.0,16.0,SHARED2FREE,,,,135,,0out_0in,2,53,2,21
330,13345118,133451180,325490,257560,medical,non_mandatory,9.0,16.0,WALK_LRF,,,,115,,1out_0in,2,47,1,1
331,13350661,133506610,325625,257628,social,non_mandatory,3.0,16.0,WALK_LOC,,,,52,,0out_1in,3,21,2,13
332,13368411,133684110,326058,257844,shopping,non_mandatory,16.0,21.0,WALK,,,,163,,0out_0in,1,24,1,7
333,15800832,158008320,385386,287508,eatout,non_mandatory,5.0,6.0,WALK,,,,95,,0out_0in,8,2,2,3
334,15806312,158063120,385519,287575,shopping,non_mandatory,16.0,8.0,TAXI,,,,135,,0out_0in,4,45,2,7
335,15806886,158068860,385533,287582,shopping,non_mandatory,11.0,8.0,WALK_LOC,,,,100,,0out_0in,4,42,2,7
336,15808444,158084440,385571,287601,shopping,non_mandatory,11.0,8.0,TNC_SINGLE,,,,172,,0out_0in,4,44,2,7
337,15809997,158099970,385609,287620,medical,non_mandatory,9.0,8.0,WALK_LOC,,,,136,,1out_1in,4,51,2,1
338,15810035,158100350,385610,287620,other,non_mandatory,17.0,8.0,WALK_LRF,,,,61,,1out_0in,6,17,2,9
339,15813665,158136650,385699,287665,eatout,non_mandatory,11.0,8.0,SHARED2FREE,,,,157,,0out_0in,4,22,2,3
340,15818853,158188530,385825,287728,medical,non_mandatory,8.0,8.0,WALK,,,,115,,0out_0in,4,32,1,1
341,15826320,158263200,386007,287819,shopping,non_mandatory,16.0,9.0,WALK_LRF,,,,125,,0out_1in,3,42,2,42
342,15826293,158262930,386007,287819,eatout,non_mandatory,8.0,9.0,WALK,,,,42,,0out_0in,3,42,2,42
343,15826334,158263340,386008,287819,eatout,non_mandatory,16.0,9.0,WALK_LRF,,,,166,,0out_0in,7,11,2,3
344,15828529,158285290,386061,287846,medical,non_mandatory,24.0,9.0,WALK,,,,62,,0out_0in,4,50,1,1
345,15829928,158299280,386095,287863,shopping,non_mandatory,11.0,9.0,TAXI,,,,26,,0out_0in,4,32,1,7
346,15829969,158299690,386096,287863,shopping,non_mandatory,16.0,9.0,WALK,,,,72,,0out_0in,7,15,2,7
347,15831071,158310710,386123,287877,medical,non_mandatory,7.0,10.0,TNC_SINGLE,,,,157,,0out_1in,4,51,2,1
348,15832380,158323800,386155,287893,other,non_mandatory,14.0,10.0,WALK,,,,58,,0out_0in,4,42,2,9
349,15837718,158377180,386285,287958,shopping,non_mandatory,5.0,11.0,WALK,,,,154,,0out_0in,4,44,2,7
350,17121428,171214280,417595,303613,shopping,non_mandatory,4.0,2.0,WALK,,,,85,,0out_0in,2,31,2,5
351,17121423,171214230,417595,303613,medical,non_mandatory,5.0,2.0,DRIVEALONEFREE,,,,181,,0out_1in,2,31,2,5
352,17126676,171266760,417723,303677,shopping,non_mandatory,5.0,7.0,BIKE,,,,137,,0out_0in,2,31,2,35
353,17126677,171266770,417723,303677,shopping,non_mandatory,2.0,7.0,WALK,,,,171,,0out_0in,2,31,2,35
354,17126679,171266790,417723,303677,social,non_mandatory,2.0,7.0,WALK,,,,183,,0out_0in,2,31,2,35
355,17127332,171273320,417739,303685,shopping,non_mandatory,5.0,7.0,WALK,,,,164,,0out_0in,2,31,2,7
356,17127346,171273460,417740,303685,eatout,non_mandatory,6.0,7.0,WALK,,,,61,,0out_0in,8,5,2,3
357,17136352,171363520,417959,303795,shopping,non_mandatory,4.0,9.0,WALK,,,,105,,0out_0in,2,31,2,5
358,17136347,171363470,417959,303795,medical,non_mandatory,19.0,9.0,TNC_SINGLE,,,,85,,0out_0in,2,31,2,5
359,17137336,171373360,417983,303807,shopping,non_mandatory,25.0,9.0,WALK,,,,156,,0out_0in,3,22,2,2
360,17137328,171373280,417983,303807,other,non_mandatory,9.0,9.0,WALK,,,,104,,0out_0in,3,22,2,2
361,17141633,171416330,418088,303859,other,non_mandatory,13.0,9.0,WALK_LRF,,,,155,,0out_0in,7,15,1,9
362,17153277,171532770,418372,304001,other,non_mandatory,3.0,10.0,WALK,,,,65,,0out_0in,7,8,1,9
363,17153977,171539770,418389,304010,medical,non_mandatory,9.0,10.0,WALK_LOC,,,,56,,0out_0in,1,25,2,1
364,17154026,171540260,418390,304010,social,non_mandatory,13.0,10.0,WALK_LRF,,,,159,,0out_0in,8,4,2,13
366,17156109,171561090,418441,304036,medical,non_mandatory,11.0,10.0,WALK_LOC,,,,171,,0out_0in,1,35,2,65
368,17160296,171602960,418543,304087,shopping,non_mandatory,19.0,10.0,WALK_LOC,,,,154,,0out_0in,2,45,2,66
369,17160291,171602910,418543,304087,medical,non_mandatory,7.0,10.0,BIKE,,,,163,,0out_0in,2,45,2,66
370,17163284,171632840,418616,304123,medical,non_mandatory,5.0,11.0,WALK_LOC,,,,114,,0out_0in,8,5,2,1
371,17165968,171659680,418682,304156,eatout,non_mandatory,13.0,11.0,WALK,,,,61,,1out_0in,8,3,1,3
372,17172760,171727600,418847,304239,shopping,non_mandatory,16.0,16.0,WALK,,,,147,,0out_0in,3,22,2,38
373,17172755,171727550,418847,304239,medical,non_mandatory,12.0,16.0,WALK_LOC,,,,113,,0out_0in,3,22,2,38
374,17172752,171727520,418847,304239,other,non_mandatory,16.0,16.0,WALK,,,,71,,0out_0in,3,22,2,38
375,17172733,171727330,418847,304239,eatout,non_mandatory,16.0,16.0,WALK,,,,112,,0out_0in,3,22,2,38
376,17175748,171757480,418920,304275,medical,non_mandatory,16.0,17.0,TNC_SHARED,,,,122,,0out_0in,7,6,2,10
377,17175745,171757450,418920,304275,other,non_mandatory,10.0,17.0,SHARED3FREE,,,,42,,0out_1in,7,6,2,10
378,17178664,171786640,418991,304311,shopping,non_mandatory,11.0,19.0,WALK,,,,124,,0out_0in,2,56,1,5
379,17178659,171786590,418991,304311,medical,non_mandatory,5.0,19.0,WALK_LOC,,,,148,,0out_1in,2,56,1,5
380,19284624,192846240,470356,328721,medical,non_mandatory,16.0,6.0,WALK_LOC,,,,152,,0out_0in,4,61,1,1
381,19284670,192846700,470357,328721,shopping,non_mandatory,18.0,6.0,WALK_LOC,,,,145,,0out_0in,4,57,2,2
382,19284662,192846620,470357,328721,other,non_mandatory,13.0,6.0,WALK_LOC,,,,103,,0out_0in,4,57,2,2
383,22728998,227289980,554365,356724,shopping,non_mandatory,16.0,6.0,WALK_LOC,,,,91,,1out_1in,4,25,2,7
384,22729031,227290310,554366,356724,other,non_mandatory,12.0,6.0,WALK,,,,88,,0out_0in,4,26,1,9
386,22739661,227396610,554625,356810,social,non_mandatory,2.0,9.0,WALK,,,,64,,0out_0in,7,8,1,13
387,22740929,227409290,554656,356821,shopping,non_mandatory,5.0,17.0,WALK,,,,130,,0out_0in,4,43,2,7
388,24379699,243796990,594626,370144,shopping,non_mandatory,16.0,7.0,WALK,,,,73,,0out_0in,7,6,2,42
389,24379672,243796720,594626,370144,eatout,non_mandatory,10.0,7.0,WALK,,,,147,,0out_0in,7,6,2,42
390,24384245,243842450,594737,370181,medical,non_mandatory,7.0,9.0,WALK_LOC,,,,164,,0out_0in,2,38,2,1
394,24394172,243941720,594979,370262,shopping,non_mandatory,10.0,10.0,WALK,,,,124,,1out_0in,2,37,1,81
395,24394213,243942130,594980,370262,shopping,non_mandatory,13.0,10.0,WALK,,,,124,,0out_1in,3,37,2,7
396,24410403,244104030,595375,370394,medical,non_mandatory,9.0,10.0,BIKE,,,,115,,0out_0in,4,51,2,1
397,24410422,244104220,595376,370394,eatout,non_mandatory,10.0,10.0,WALK,,,,156,,0out_0in,2,47,1,3
398,24410482,244104820,595377,370394,other,non_mandatory,16.0,10.0,WALK,,,,30,,0out_0in,7,15,1,9
399,24418887,244188870,595582,370463,other,non_mandatory,14.0,16.0,WALK,,,,76,,0out_0in,4,31,1,9
401,24425059,244250590,595733,370513,eatout,non_mandatory,12.0,22.0,WALK_LRF,,,,171,,0out_0in,3,48,2,58
402,24425633,244256330,595747,370518,eatout,non_mandatory,2.0,24.0,WALK,,,,45,,0out_0in,1,37,1,3
403,24425701,244257010,595748,370518,shopping,non_mandatory,4.0,24.0,WALK,,,,90,,1out_0in,4,33,2,7
404,24425742,244257420,595749,370518,shopping,non_mandatory,11.0,24.0,SHARED2FREE,,,,86,,0out_0in,8,1,1,7
405,26415959,264159590,644291,386699,medical,non_mandatory,2.0,7.0,TNC_SINGLE,,,,179,,0out_0in,1,43,2,1
406,26422073,264220730,644440,386749,shopping,non_mandatory,17.0,9.0,SHARED3FREE,,,,154,,0out_0in,1,27,1,7
407,26422147,264221470,644442,386749,other,non_mandatory,9.0,9.0,WALK,,,,146,,0out_0in,1,31,2,9
409,26423544,264235440,644476,386761,medical,non_mandatory,13.0,16.0,WALK,,,,170,,0out_0in,2,47,1,74
410,26423541,264235410,644476,386761,other,non_mandatory,16.0,16.0,WALK,,,,169,,0out_0in,2,47,1,74
411,26423590,264235900,644477,386761,shopping,non_mandatory,16.0,16.0,DRIVEALONEFREE,,,,135,,0out_0in,1,43,2,7
412,26425878,264258780,644533,386780,other,non_mandatory,8.0,19.0,WALK,,,,172,,0out_0in,1,27,1,9
413,26425922,264259220,644534,386780,medical,non_mandatory,15.0,19.0,TNC_SHARED,,,,149,,0out_0in,8,5,2,1
414,26426132,264261320,644539,386782,shopping,non_mandatory,13.0,19.0,TNC_SINGLE,,,,74,,1out_0in,1,28,1,7
415,26430929,264309290,644656,386821,shopping,non_mandatory,2.0,25.0,WALK,,,,86,,0out_0in,3,52,1,2
416,26430921,264309210,644656,386821,other,non_mandatory,15.0,25.0,WALK,,,,103,,0out_0in,3,52,1,2
417,26431006,264310060,644658,386821,medical,non_mandatory,12.0,25.0,BIKE,,,,89,,0out_0in,6,16,1,1
418,34691363,346913630,846130,431923,shopping,non_mandatory,13.0,6.0,WALK_LOC,,,,162,,1out_0in,7,9,1,21
419,34691366,346913660,846130,431923,social,non_mandatory,2.0,6.0,TNC_SINGLE,,,,163,,0out_0in,7,9,1,21
421,34692260,346922600,846152,431929,medical,non_mandatory,7.0,8.0,WALK_LOC,,,,61,,0out_0in,4,28,1,65
422,34692306,346923060,846153,431929,shopping,non_mandatory,21.0,8.0,DRIVEALONEFREE,,,,171,,0out_0in,4,28,2,7
423,34692380,346923800,846155,431929,other,non_mandatory,5.0,8.0,SHARED2FREE,,,,182,,0out_0in,7,6,2,9
424,34692421,346924210,846156,431929,other,non_mandatory,17.0,8.0,WALK_LRF,,,,49,,0out_0in,8,3,2,9
425,34696890,346968900,846265,431952,other,non_mandatory,22.0,8.0,WALK_HVY,,,,149,,0out_0in,4,56,2,9
426,34696939,346969390,846266,431952,shopping,non_mandatory,16.0,8.0,WALK_LOC,,,,146,,0out_0in,4,60,1,7
427,34711289,347112890,846616,432022,shopping,non_mandatory,23.0,9.0,WALK_LRF,,,,74,,0out_0in,4,32,2,7
429,34718948,347189480,846803,432059,other,non_mandatory,12.0,19.0,WALK,,,,102,,0out_0in,8,0,2,9
431,34719216,347192160,846810,432061,eatout,non_mandatory,11.0,19.0,WALK,,,,76,,0out_0in,4,34,2,3
432,34719284,347192840,846811,432061,shopping,non_mandatory,16.0,19.0,BIKE,,,,165,,0out_0in,7,9,1,7
433,34719328,347193280,846812,432061,social,non_mandatory,5.0,19.0,WALK,,,,109,,0out_0in,7,7,2,13
434,39570240,395702400,965127,456554,shopping,non_mandatory,14.0,9.0,WALK_LRF,,,,95,,0out_2in,4,33,2,5
435,39570235,395702350,965127,456554,medical,non_mandatory,12.0,9.0,WALK_LRF,,,,85,,1out_0in,4,33,2,5
436,39579342,395793420,965349,456604,shopping,non_mandatory,21.0,9.0,WALK_LOC,,,,162,,0out_0in,4,29,2,7
437,39579419,395794190,965351,456604,medical,non_mandatory,19.0,9.0,BIKE,,,,171,,0out_0in,8,0,1,1
440,45199573,451995730,1102428,484574,other,non_mandatory,11.0,8.0,WALK,,,,44,,0out_0in,2,32,1,9
441,45199622,451996220,1102429,484574,shopping,non_mandatory,11.0,8.0,BIKE,,,,90,,0out_0in,4,24,2,17
442,45199623,451996230,1102429,484574,shopping,non_mandatory,2.0,8.0,WALK,,,,154,,0out_3in,4,24,2,17
443,45199658,451996580,1102430,484574,medical,non_mandatory,6.0,8.0,WALK,,,,113,,0out_1in,2,24,1,1
444,45203758,452037580,1102530,484594,medical,non_mandatory,12.0,9.0,WALK,,,,155,,0out_2in,4,59,2,1
447,45206606,452066060,1102600,484608,eatout,non_mandatory,6.0,9.0,WALK,,,,65,,0out_0in,7,14,1,3
449,45219253,452192530,1102908,484670,other,non_mandatory,14.0,17.0,WALK_LRF,,,,172,,0out_0in,2,33,2,64
452,45220237,452202370,1102932,484675,other,non_mandatory,9.0,17.0,WALK_LRF,,,,173,,0out_0in,7,7,1,33
453,45220238,452202380,1102932,484675,other,non_mandatory,12.0,17.0,WALK,,,,188,,0out_0in,7,7,1,33
454,45221188,452211880,1102955,484680,shopping,non_mandatory,5.0,21.0,BIKE,,,,170,,0out_1in,1,35,2,7
455,45222514,452225140,1102988,484686,eatout,non_mandatory,7.0,25.0,WALK,,,,165,,0out_0in,7,12,2,3
456,49225125,492251250,1200612,503499,shopping,non_mandatory,22.0,5.0,SHARED3FREE,,,,158,,2out_0in,5,81,2,7
457,49227708,492277080,1200675,503562,shopping,non_mandatory,11.0,25.0,SHARED3FREE,,,,88,,0out_0in,5,78,2,7
458,51753964,517539640,1262291,565178,shopping,non_mandatory,13.0,2.0,WALK,,,,117,,0out_0in,5,86,2,7
459,51754735,517547350,1262310,565197,other,non_mandatory,17.0,3.0,WALK,,,,178,,0out_0in,5,73,2,9
460,51755842,517558420,1262337,565224,other,non_mandatory,22.0,3.0,WALK,,,,48,,0out_0in,5,73,2,9
461,51757080,517570800,1262367,565254,shopping,non_mandatory,2.0,5.0,WALK,,,,75,,0out_0in,5,93,2,17
462,51757081,517570810,1262367,565254,shopping,non_mandatory,19.0,5.0,DRIVEALONEFREE,,,,155,,1out_0in,5,93,2,17
464,51760150,517601500,1262442,565329,medical,non_mandatory,9.0,5.0,WALK_LOC,,,,116,,0out_0in,5,73,1,1
465,51762987,517629870,1262511,565398,social,non_mandatory,9.0,6.0,TNC_SINGLE,,,,136,,0out_0in,5,69,1,13
466,51763673,517636730,1262528,565415,other,non_mandatory,2.0,6.0,WALK,,,,93,,1out_0in,5,65,2,9
467,51767986,517679860,1262633,565520,shopping,non_mandatory,19.0,6.0,SHARED2FREE,,,,135,,0out_3in,5,79,2,7
468,51771228,517712280,1262712,565599,social,non_mandatory,7.0,6.0,WALK,,,,113,,0out_0in,5,76,2,13
469,51772983,517729830,1262755,565642,medical,non_mandatory,2.0,7.0,WALK_LOC,,,,8,,0out_0in,5,80,2,14
470,51772984,517729840,1262755,565642,medical,non_mandatory,16.0,7.0,WALK_LOC,,,,147,,0out_3in,5,80,2,14
471,51774013,517740130,1262780,565667,shopping,non_mandatory,11.0,7.0,WALK,,,,89,,0out_1in,5,65,2,7
472,51776017,517760170,1262829,565716,medical,non_mandatory,9.0,7.0,WALK_LOC,,,,88,,0out_0in,5,80,2,1
473,51779384,517793840,1262911,565798,shopping,non_mandatory,16.0,7.0,TNC_SINGLE,,,,78,,0out_0in,5,75,2,7
474,51787330,517873300,1263105,565992,other,non_mandatory,5.0,7.0,DRIVEALONEFREE,,,,154,,0out_0in,5,68,1,9
475,51789361,517893610,1263155,566042,eatout,non_mandatory,8.0,7.0,WALK,,,,46,,0out_0in,5,77,2,3
476,51790405,517904050,1263180,566067,other,non_mandatory,9.0,7.0,WALK,,,,78,,0out_0in,5,83,2,9
477,51792832,517928320,1263239,566126,shopping,non_mandatory,7.0,7.0,WALK,,,,125,,0out_0in,5,71,2,21
478,51792835,517928350,1263239,566126,social,non_mandatory,7.0,7.0,WALK,,,,154,,0out_0in,5,71,2,21
479,51793521,517935210,1263256,566143,other,non_mandatory,5.0,7.0,BIKE,,,,151,,0out_0in,3,69,2,30
480,51793502,517935020,1263256,566143,eatout,non_mandatory,5.0,7.0,WALK,,,,136,,0out_0in,3,69,2,30
481,51799146,517991460,1263393,566280,shopping,non_mandatory,22.0,8.0,WALK_LRF,,,,157,,0out_0in,5,69,2,7
482,51803451,518034510,1263498,566385,shopping,non_mandatory,5.0,8.0,WALK,,,,101,,0out_0in,5,78,2,7
483,51803607,518036070,1263502,566389,other,non_mandatory,5.0,8.0,WALK,,,,130,,0out_0in,5,71,1,9
484,51804818,518048180,1263532,566419,eatout,non_mandatory,13.0,8.0,SHARED2FREE,,,,112,,0out_0in,5,93,2,3
485,51807893,518078930,1263607,566494,eatout,non_mandatory,9.0,8.0,WALK,,,,107,,0out_0in,5,73,1,3
486,51809642,518096420,1263649,566536,shopping,non_mandatory,11.0,8.0,WALK,,,,154,,0out_0in,5,70,1,7
487,51813592,518135920,1263746,566633,eatout,non_mandatory,22.0,8.0,WALK,,,,44,,0out_0in,5,72,1,3
488,51814401,518144010,1263765,566652,social,non_mandatory,9.0,8.0,WALK_LOC,,,,68,,0out_0in,5,73,2,13
489,51815008,518150080,1263780,566667,medical,non_mandatory,22.0,8.0,WALK_LRF,,,,65,,0out_0in,5,68,2,1
490,51817186,518171860,1263833,566720,shopping,non_mandatory,11.0,8.0,TAXI,,,,101,,1out_0in,5,75,2,7
491,51820357,518203570,1263911,566798,eatout,non_mandatory,22.0,8.0,WALK,,,,141,,0out_0in,5,67,1,3
492,51821740,518217400,1263944,566831,social,non_mandatory,24.0,8.0,WALK,,,,88,,0out_0in,5,65,1,13
493,51821874,518218740,1263948,566835,eatout,non_mandatory,5.0,8.0,WALK,,,,77,,0out_0in,5,75,1,3
494,51822836,518228360,1263971,566858,other,non_mandatory,15.0,8.0,WALK,,,,58,,0out_0in,5,66,1,9
495,51823533,518235330,1263988,566875,other,non_mandatory,5.0,8.0,WALK,,,,118,,0out_0in,5,75,1,9
496,51828051,518280510,1264098,566985,shopping,non_mandatory,5.0,9.0,DRIVEALONEFREE,,,,145,,0out_1in,5,93,1,41
